time_s,roll_deg,pitch_deg,yaw_deg
1779965538.9409325,-0.7655212720950969,-2.4076748927451486,-46.371353201912726
1779965538.9429183,-0.7745369576626853,-2.418731142708965,-46.374724881340846
1779965538.944904,-0.7836773938889353,-2.429370622631318,-46.37807436850808
1779965538.9468958,-0.792415047680454,-2.4405452163054213,-46.381432728152134
1779965538.9488816,-0.8008635855260635,-2.4507755440683443,-46.38482652908064
1779965538.950868,-0.8093207784310837,-2.4596913016584114,-46.38810034409045
1779965538.9528544,-0.8178830574836947,-2.468435010889935,-46.39120248135444
1779965538.9548411,-0.8266295538315316,-2.476207169223447,-46.39427501416091
1779965538.9568284,-0.8355101659142924,-2.4818953753544917,-46.39748738996331
1779965538.958816,-0.8443723785032895,-2.48698986869796,-46.40084732902808
1779965538.9608066,-0.8533989404322504,-2.4941194950625,-46.40422915554112
1779965538.9627967,-0.8626157708377811,-2.500877990476728,-46.407596726066345
1779965538.9647846,-0.8722189469367387,-2.5067601634330927,-46.41080861160921
1779965538.9667735,-0.8819079738276497,-2.512782149772981,-46.413896340716306
1779965538.9687614,-0.8924410538162992,-2.5183850293947603,-46.41696586043742
1779965538.9707506,-0.9030489933505677,-2.52332899476182,-46.42018134840368
1779965538.9727392,-0.9136097016494501,-2.5276701796570022,-46.42356937411088
1779965538.9747279,-0.92451461351495,-2.5309333319527383,-46.42695745044893
1779965538.9767501,-0.9357292474382883,-2.533409186728818,-46.43017284935305
1779965538.9787729,-0.9470016680323735,-2.536480567850902,-46.43324965606137
1779965538.9807932,-0.9591070317084915,-2.5397076620784103,-46.43639628730303
1779965538.9828131,-0.9710380534638037,-2.542751261642991,-46.43970748712161
1779965538.9848318,-0.9826613691883205,-2.5462631940082594,-46.44307422007517
1779965538.9868498,-0.9948799684067536,-2.5504348907300827,-46.44634728487931
1779965538.9888675,-1.0070451375068388,-2.5538524731326606,-46.44951396884568
1779965538.9908843,-1.0189997681558587,-2.556240868716125,-46.4526941758502
1779965538.9929004,-1.03121229992844,-2.5586990082700387,-46.45596863519545
1779965538.9949157,-1.043493270198794,-2.5610918980902393,-46.459306809973214
1779965538.996933,-1.0554814884220716,-2.5634963916861415,-46.46279077113328
1779965538.9989474,-1.0678034955093576,-2.5663677022244187,-46.46636198671179
1779965539.0009618,-1.0794243642012884,-2.5691157886165272,-46.469928765670936
1779965539.002994,-1.0909431211935532,-2.572225600942208,-46.47349962538309
1779965539.0050151,-1.1029964462508737,-2.5762283856734083,-46.47718704953732
1779965539.0070271,-1.1146769264364496,-2.579881655086037,-46.48107480202198
1779965539.0090373,-1.1259350957854393,-2.584137518325476,-46.48514846267718
1779965539.0110505,-1.1375954894066436,-2.5886700531442006,-46.48942174653713
1779965539.0130596,-1.1487143110522688,-2.592000314271913,-46.4938355114468
1779965539.0150778,-1.1597205256930048,-2.594764701588031,-46.49838422347107
1779965539.0170975,-1.1711380053932927,-2.599222164361436,-46.50306876610509
1779965539.0191107,-1.1821051694333673,-2.6046640202550835,-46.507933402285566
1779965539.021118,-1.1932329854342676,-2.6091688712035737,-46.51305191533553
1779965539.0231252,-1.2044966268672521,-2.614073743753578,-46.518377377597254
1779965539.0251315,-1.2154861628585418,-2.6189945150484837,-46.523764505625856
1779965539.02714,-1.2270431132403086,-2.6232012859802523,-46.529202863796186
1779965539.029145,-1.2388282784246376,-2.6280121113657264,-46.53477332265545
1779965539.0311518,-1.2504025762792401,-2.6324349757088243,-46.54045082297809
1779965539.0331564,-1.2621478627614378,-2.635561145796176,-46.546150494946346
1779965539.0351603,-1.274367794723319,-2.6386981537304943,-46.55178307306186
1779965539.0371666,-1.2867609343566637,-2.641810032077024,-46.55740843484865
1779965539.0391705,-1.299362950822648,-2.6448334465454715,-46.56304931768287
1779965539.0411744,-1.312287656832928,-2.648188114151822,-46.56865761944242
1779965539.0431774,-1.3253262850576362,-2.650168089002477,-46.57424676458746
1779965539.0451796,-1.338691455645365,-2.651140062077735,-46.5798243962596
1779965539.047184,-1.3522115440983058,-2.6527277024237166,-46.58542763652343
